subject,class_year,section,theme,subtheme,lesson_link,article_link,homework_link,subtheme_number,umit_id,section_id,theme_id,subtheme_id,speaker_id,course_id,product_id,Месяц 1,month_1,Месяц 2,month_2,Месяц 3,month_3,Месяц 4,month_4,Месяц полугодовой,month_p,Порядок раздела (ГОДОВОЙ),theme_complexity,subtheme_complexity,subtheme_goal_threshold,Порядок тем в разделе (полугодовой),Порядок подтем в теме (подугодовой),На какие баллы (полугодовой)
him,4,Функциональные производные углеводородов,Спирты и фенолы,Способы получения фенолов,https://umschool.net/lessons/access/zK2bp2UyFMDOy0dnWQqYw8EvC2WJKFi8HRRudAFh1uYtYZZCAOGeQnH,,,1,927,107,550,1050,50,,"3743,3785,6870,4083,4125,7038,11185,11240,11277",dec,"3743,3785,6870",,,apr,"4083,4125,7038",,,apr*,"11185,11240,11277",5,10,1,40,,,
him,4,Функциональные производные углеводородов,Карбоновые кислоты и их производные,Общая характеристика и строение карбоновых кислот,https://umschool.net/lessons/access/PHOe6AGZBlLrUbSp26iOOvvHTTsSLK7giNunpeh1AsB7joa8JiSR4Ba,,,1,"942,944,945,946,951,952",107,552,1055,50,,"3827,3869,6912,4083,4125,7038,11185,11240,11277",jan,"3827,3869,6912",,,apr,"4083,4125,7038",,,apr*,"11185,11240,11277",5,10,3,40,,,
him,4,Функциональные производные углеводородов,Карбоновые кислоты и их производные,Физические и химические свойства карбоновых кислот,https://umschool.net/lessons/access/GtCBP05sOQfUBPV8pt21l54ygapXI5Mux0stB0ZrvT2jH9J4kmVHRdb,,,1,"943,948,954,955,956",107,552,1056,50,,"3827,3869,6912,4083,4125,7038,11185,11240,11277",jan,"3827,3869,6912",,,apr,"4083,4125,7038",,,apr*,"11185,11240,11277",5,10,2,40,,,
him,4,Функциональные производные углеводородов,Карбоновые кислоты и их производные,Изомерия карбоновых кислот,https://umschool.net/lessons/access/FkbIM5d0EEezoeg6ofWWqHYGxBUQpgWd6Jhkb1lMvow6kQyn8yiZsF2,,,1,947,107,552,1057,50,,"3827,3869,6912,4083,4125,7038,11185,11240,11277",jan,"3827,3869,6912",,,apr,"4083,4125,7038",,,apr*,"11185,11240,11277",5,10,4,61,,,
him,4,Функциональные производные углеводородов,Карбоновые кислоты и их производные,Способы получения карбоновых кислот,https://umschool.net/lessons/access/6AV43Po26jyBtgInSmcy93kza25zwu9SydXMIoDRfufxQWLGiiBsMgt,,,1,949,107,552,1058,50,,"3827,3869,6912,4083,4125,7038,11185,11240,11277",jan,"3827,3869,6912",,,apr,"4083,4125,7038",,,apr*,"11185,11240,11277",5,10,1,40,,,
him,4,Функциональные производные углеводородов,Карбоновые кислоты и их производные,Муравьиная кислота,https://umschool.net/lessons/access/YupJh1vPgNdeWTqGUje3ZcynUwPuUCePM8UlMzAZnl8fshS5uJaZoHH,,,1,953,107,552,1059,50,,"3827,3869,6912,4083,4125,7038,11185,11240,11277",jan,"3827,3869,6912",,,apr,"4083,4125,7038",,,apr*,"11185,11240,11277",5,10,3,81,,,
him,4,Функциональные производные углеводородов,Карбоновые кислоты и их производные,Общая характеристика и строение сложных эфиров,https://umschool.net/lessons/access/jcJFgZ3dZdHB9c0yn6Cdik7fkyHsBDgaFZwPtQv1vmAl8pwx5R3DFTT,,,1,"960,962,963,964,965",107,552,1060,50,,"3915,3957,6954,4167,4209,7080,11226,11265,11301",feb,"3915,3957,6954",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",5,10,2,40,,,
him,4,Функциональные производные углеводородов,Карбоновые кислоты и их производные,Физические и химические свойства сложных эфиров,https://umschool.net/lessons/access/ezITYeGxMXbR0bCLq5Zf4RaBKpA7ALYQSYOccJbeX2ExEGELLDbIFtn,,,1,"961,966",107,552,1061,50,,"3915,3957,6954,4167,4209,7080,11226,11265,11301",feb,"3915,3957,6954",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",5,10,1,40,,,
him,4,Функциональные производные углеводородов,Карбоновые кислоты и их производные,Способы получения сложных эфиров,https://umschool.net/lessons/access/7dMuP78huK9v36irikvgEFth0lrjoGyi06eGvIL9kue4wFkbjSz7FPV,,,1,967,107,552,1062,50,,"3915,3957,6954,4167,4209,7080,11226,11265,11301",feb,"3915,3957,6954",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",5,10,2,40,,,
him,4,Функциональные производные углеводородов,Жиры,Жиры,https://umschool.net/lessons/access/RuWgcwgJSh4ZT0FLfYH9NPDxRMQPSOHZLAY9jFwC4sLnddM89mOMbJe,,,1,"969,97",107,553,1063,50,,"3915,3957,6954,4167,4209,7080,11226,11265,11301",feb,"3915,3957,6954",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",10,10,1,61,,,
him,4,Функциональные производные углеводородов,Углеводы,Общая характеристика и строение углеводов,https://umschool.net/lessons/access/6LptwmCz6tVvoF7hClsi8TXz67mQNpU1wbIH5I7k0Fb6U26aEBvY5pc,,,1,972,107,554,1064,50,,"3915,3957,6954,4167,4209,7080,11226,11265,11301",feb,"3915,3957,6954",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",10,10,2,40,,,
him,4,Функциональные производные углеводородов,Углеводы,Моносахариды,https://umschool.net/lessons/access/sWAV9jic7wkS5dXGbU9Wmm93DPJnzH99B8GISkVWkhpB6lf93QKgzfR,,,1,"973,974",107,554,1065,50,,"3915,3957,6954,4167,4209,7080,11226,11265,11301",feb,"3915,3957,6954",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",10,10,1,40,,,
him,4,Функциональные производные углеводородов,Углеводы,Дисахариды,https://umschool.net/lessons/access/EGFJFeOe5555beYcOk3wearim99WYjt7YfBzSZioUfZR3GJnp6h4j39,,,1,"975,976",107,554,1066,50,,"3915,3957,6954,4167,4209,7080,11226,11265,11301",feb,"3915,3957,6954",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",10,10,1,40,,,
him,4,Функциональные производные углеводородов,Углеводы,Полисахариды,https://umschool.net/lessons/access/UAeQkRSHRbY9vE4TsxO2tfLwIlYAZuSzkzdB7rtm72mtjNWN15snMfg,,,1,"977,978",107,554,1067,50,,"3915,3957,6954,4167,4209,7080,11226,11265,11301",feb,"3915,3957,6954",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",11,10,1,61,,,
him,4,Азотсодержащие производные углеводородов,Амины и аминокислоты,Общая характеристика и строение аминов,https://umschool.net/lessons/access/ig3NnRevh3rpfGbhJQPgfsXTnR9GvW4AWVXVWdwiYeMg36OTRe9RZYG,,,1,"1001,1002,1004,1005,1006,1007",108,555,1069,50,,"3999,4041,6996,4167,4209,7080,11226,11265,11301",mar,"3999,4041,6996",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",11,10,1,61,,,
him,4,Азотсодержащие производные углеводородов,Амины и аминокислоты,Химические свойства аминов,https://umschool.net/lessons/access/3BpPqxinJL8nC1LgawlROXVkaUsdV2UX1BSic1mpIxrdIbPoKFHjde0,,,1,1003,108,555,1070,50,,"3999,4041,6996,4167,4209,7080,11226,11265,11301",mar,"3999,4041,6996",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",13,10,1,61,,,
him,4,Азотсодержащие производные углеводородов,Амины и аминокислоты,Физические свойства аминов,https://umschool.net/lessons/access/cn83W2V7N2BdHfqr9CZIENtyl6uRqO1a7bxQd0gaAOscngQDhqhCz1z,,,1,1008,108,555,1071,50,,"3999,4041,6996,4167,4209,7080,11226,11265,11301",mar,"3999,4041,6996",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",13,10,1,61,,,
him,4,Азотсодержащие производные углеводородов,Амины и аминокислоты,Способы получения аминов,https://umschool.net/lessons/access/eCzTQ35ab76rwIAH5BO2t7CD4dOHirsn2oZLx9el7Eoz24iUYkMl4lT,,,1,1009,108,555,1072,50,,"3999,4041,6996,4167,4209,7080,11226,11265,11301",mar,"3999,4041,6996",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",13,10,1,61,,,
him,4,Азотсодержащие производные углеводородов,Амины и аминокислоты,Общая характеристика и строение аминокислот,https://umschool.net/lessons/access/rdA0OXPmlCztxd4BAUCa0e5CQq5SrDfMcSJQgYvFsy1n0Gdy1KHMTYC,,,1,"1011,1013,1014,1015,1016",108,555,1073,50,,"3999,4041,6996,4167,4209,7080,11226,11265,11301",mar,"3999,4041,6996",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",12,10,1,61,,,
him,4,Азотсодержащие производные углеводородов,Амины и аминокислоты,Свойства и способы получения аминокислот,https://umschool.net/lessons/access/5fyBpRYqwXk6Pb75Ghne4H4NF04wYtVCbzv46HOFbBSsJSQYdae7vhD,,,1,"1012,1017,1018",108,555,3080,50,,"3999,4041,6996,4167,4209,7080,11226,11265,11301",mar,"3999,4041,6996",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",14,10,1,40,,,
him,4,Азотсодержащие производные углеводородов,Белки,Общая характеристика и строение белков,https://umschool.net/lessons/access/Ww41p7cncO92TyTgOSePW8MKNgIXHkHy3r24bHT6MzU2EMA25MGqMSk,,,1,"1020,1021",108,556,1076,50,,"3999,4041,6996,4167,4209,7080,11226,11265,11301",mar,"3999,4041,6996",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",14,10,1,81,,,
him,4,Азотсодержащие производные углеводородов,Белки,Физические и химические свойства белков,https://umschool.net/lessons/access/4eT27HoKS6SUbVyEPJOXnP04aEchWEbU9FPHuURkEjD0iT3548STRKl,,,1,1022,108,556,1077,50,,"3999,4041,6996,4167,4209,7080,11226,11265,11301",mar,"3999,4041,6996",,,may,"4167,4209,7080",,,may*,"11226,11265,11301",14,10,2,81,,,
him,4,Полимеры,Задание 25: Полимеры и волокна,Задание 25: Полимеры и волокна,https://umschool.net/lessons/access/OwkWnbv2qUbFm7ctLN2qYXKMQCIZ4fVRZYDv7OvdPdjdSR4EFCikDBV,,,1,"1101,1102,1105,1106,1108,1109,1110",109,557,1078,50,,"3999,4041,6996",mar,"3999,4041,6996",,,,,,,,,14,10,1,61,,,
him,4,Расчетные задачи,Растворимость вещества,Растворимость вещества,https://umschool.net/lessons/access/tQbZyPsnbK3tL3utE7qnrDeAc2Wca2mhQa8lON5W44AyQYXzmve9c1i,,,1,"1210,1252",110,559,1080,50,,"3827,3869,6912",jan,"3827,3869,6912",,,,,,,,,14,10,1,81,,,
him,4,Расчетные задачи,Изменение массовой доли вещества в растворе,Изменение массовой доли вещества в растворе,https://umschool.net/lessons/access/i3yuBJxuQYAPZFy5Dvon2Lh7Du7YiPI5cRfQPVX1zIVNb0aZg0ioXHM,,,1,"1212,1223",110,561,1082,50,,"3827,3869,6912",jan,"3827,3869,6912",,,,,,,,,14,10,1,61,,,
him,4,Общая химия,Гидролиз. Среда раствора. Индикаторы,Гидролиз. Среда раствора. Индикаторы,https://umschool.net/lessons/access/uCM4QybtJIdbIZp0fSo1IBfNNC55eLeA4LAWENRdY6R0lvotzP09731,,,1,1255,100,564,1086,50,,"4167,4209,7080",may,"4167,4209,7080",,,,,,,,,15,10,1,61,,,
ist,4,Бунташный век — Дворцовые перевороты,Петр I,Пётр I. Начальный этап правления,https://umschool.net/lessons/access/nG28gt0AZtDkx1Z9285p333cFHeiWSQheoHPFx6cmeexfPjIeL0fuFC,,,1,"327,328,329,330,331,332",149,760,1459,61,,"3909,3951,6948,11218,11255,11294",feb,"3909,3951,6948",,,,,,,apr*,"11218,11255,11294",15,10,1,81,,,
ist,4,Бунташный век — Дворцовые перевороты,Петр I,Пётр I. Внешняя политика,https://umschool.net/lessons/access/XgMSefu9ZUVheDaYPDq1RvLdGpzvfrtgWMPDYUZk9OAIRkNIRMftnEA,,,1,"333,334",149,760,1460,61,,"4077,4119,7032,11218,11255,11294",apr,"4077,4119,7032",,,,,,,apr*,"11218,11255,11294",15,10,1,81,,,
ist,4,Бунташный век — Дворцовые перевороты,Петр I,Пётр I. Изменения в государстве,https://umschool.net/lessons/access/O7Ov6cMxOX9aNwfvoaiN3LaAyW1PDlEJWJLwAbzyhi9QRUEnNBwbMln,,,1,"335,336,337,338,339",149,760,1461,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",15,10,2,81,,,
ist,4,Бунташный век — Дворцовые перевороты,Дворцовые перевороты,Начало дворцовых переворотов,https://umschool.net/lessons/access/0CHbwDlh7DjyUUgs10cTpfNcDyGjXfiq9mJf3tTPiu5k99hIxcuAWd6,,,1,"340,341,342,343,344,345,346,347,348",149,761,1462,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",15,10,3,81,,,
ist,4,Бунташный век — Дворцовые перевороты,Дворцовые перевороты,Правление Елизаветы Петровны,https://umschool.net/lessons/access/q0HPrLOk9gZZ9fRiPybWkh5cvD3LAMIPIS9QJfn3mJAFdcBkJHaCtto,,,1,"349,350,351,352,353,354",149,761,1463,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",15,10,1,81,,,
ist,4,Бунташный век — Дворцовые перевороты,Дворцовые перевороты,Правление Петра III и появление Екатерины II,https://umschool.net/lessons/access/6m5yhqYVScqGYcWP8L95hBtPTpDSalBvK8q6hw9mhCTxV6ChEEE49wb,,,1,"355,356,357,358,359",149,761,1464,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",16,10,1,81,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внутренняя политика,https://umschool.net/lessons/access/4z5uU7JgodWaEgqm0DYisoIHCQvJVdF9ejqYYs0BNwHJhVoOkEPEjIl,,,1,"401,402,403,405,406",150,762,1465,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",7,10,1,40,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Восстание Емельяна Пугачёва,https://umschool.net/lessons/access/AA2qWDpRtf4pHF6XbWbchHSlHbRab8HNNpgNvR0dElznP3Kbj5sE4Eg,,,1,408,150,762,1466,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",7,10,2,40,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Русско-турецкие войны,https://umschool.net/lessons/access/fNzxwD9mFOT7MnpFWz8jp7pUJz6pE6FcEEBMh43yeNCgQg37G2mOu0B,,,1,"409,410,412",150,762,1467,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",7,10,2,40,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Екатерина II,Екатерина II. Внешняя политика,https://umschool.net/lessons/access/0YmgHL2UGHkbWQs4vuRJpgUE0EULGcBVBPqDAQvcQP50GGmxhfduGcJ,,,1,"411,413,414,415",150,762,1468,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",7,10,4,40,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Павел I,Павел I,https://umschool.net/lessons/access/2dni6IN0DaPi0xHh7DnOFNO9XcrGce2NGJ1l2JhzZ8LJPzCRPYPHcLU,,,1,"416,417,418,419,420,421,422,423",150,763,3081,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",3,10,1,61,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I. Внутренняя политика до Отечественной войны,https://umschool.net/lessons/access/6lHVCXCw2m141k5cFfA7DTQuo9fOCF2HFWIQBhW42HKt6RWOMQnJDsK,,,1,"429,430,431,432",150,765,1472,61,,"3569,3611,6780,11218,11255,11294",oct,"3569,3611,6780",,,,,,,apr*,"11218,11255,11294",3,10,1,61,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I. Внутренняя политика после Отечественной войны,https://umschool.net/lessons/access/9mflUvEjm6k8dYKuCfQiIdXjhOHNfvkxmnc2yMXqKXfRgwsjjNgVplS,,,1,433,150,765,1473,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",3,10,1,61,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Тайные организации при Александре I. Появление декабристов,https://umschool.net/lessons/access/N47N5Hknjc3G5fpIK7ZoqpWE7mAxmkh9Ls8InIn0UIF2aOwwBEPhchy,,,1,434,150,765,1474,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",9,10,1,40,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I. Борьба с Наполеоном и внешняя политика,https://umschool.net/lessons/access/tJdp2okSS6Yt9jvJR1Pk4p0uUbUA9FwwGhPgSHG0tUWy0iYLqjzgI3m,,,1,"435,436,438,439,440,441,442",150,765,1475,61,,"3569,3611,6780,11218,11255,11294",oct,"3569,3611,6780",,,,,,,apr*,"11218,11255,11294",9,10,2,40,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Александр I,Александр I. Отечественная война,https://umschool.net/lessons/access/ots4oeUGCPdAaYn2A54HnrsKbhh22Oelw6r81Qflw5Noj7hIWL5WZTY,,,1,437,150,765,1476,61,,"3485,3527,6739,11218,11255,11294",sep,"3485,3527,6739",,,,,,,apr*,"11218,11255,11294",9,10,4,61,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Николай I. Внутренняя политика,https://umschool.net/lessons/access/r7XZDpEfKGgb2TNKjUx4rDUTy6sVNiJkMQORN0zHsp6dvNvGIjzz70w,,,1,"443,444,445,446,447,448,449",150,766,3082,61,,"3485,3527,6739,11203,11242,11280",sep,"3485,3527,6739",,,,,,,may*,"11203,11242,11280",9,10,5,61,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Николай I. Внешняя политика,https://umschool.net/lessons/access/YuefV1KBmZdvdxDJmLvPZaFBZUXAl8doUry4KEYD1t9DqGSanc0Kypa,,,1,"450,451,452",150,766,3083,61,,"3485,3527,6739,11203,11242,11280",sep,"3485,3527,6739",,,,,,,may*,"11203,11242,11280",9,10,2,40,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Крымская война,https://umschool.net/lessons/access/y62zmYDxzzDQD2FF03vQerkg86I9nj8q7grxzkE0kTSaJ0oQhLxsSe5,,,1,453,150,766,1479,61,,"3653,3695,6822,11203,11242,11280",nov,"3653,3695,6822",,,,,,,may*,"11203,11242,11280",9,10,4,81,,,
ist,4,Екатерина Вторая - Николай Первый (1762-1855),Николай I,Общественное движение первой половины XIX века,https://umschool.net/lessons/access/Kifkqtr0U52n6Texzu94vIbhEA0yih85AcE43wCEaAaxBGJlyX0qXtY,,,1,454,150,766,1480,61,,"3653,3695,6822,11203,11242,11280",nov,"3653,3695,6822",,,,,,,may*,"11203,11242,11280",9,10,3,81,,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр II,Александр II: Внутренняя политика,https://umschool.net/lessons/access/QZM40ek89GYCEUjQTZ6ByaXYMmYGXyWABKg3vWhKQE40MZugA62RzbH,,,1,"502,503,504,505,507,508",151,767,1481,61,,"3485,3527,6739,11203,11242,11280",sep,"3485,3527,6739",,,,,,,may*,"11203,11242,11280",9,10,5,81,,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр III,Общественное движение второй половины XIX века,https://umschool.net/lessons/access/4iDRJ2mLFMYAcsaAIYTl96gaWJkb76o8X2TnTCcxOsnklVLFsttTkgz,,,1,"506,525",151,768,1482,61,,"3569,3611,6780,11203,11242,11280",oct,"3569,3611,6780",,,,,,,may*,"11203,11242,11280",9,10,6,61,,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр II,Александр II: Внешняя политика,https://umschool.net/lessons/access/0tvjJiLOmxe6ZBSFXvmQYg1JaGl8HzHIWaObrGflnqkEcHl8JVMOTn5,,,1,"509,510,511,512",151,767,1483,61,,"3821,3863,6906,11203,11242,11280",jan,"3821,3863,6906",,,,,,,may*,"11203,11242,11280",9,10,7,61,,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр III,Александр III: Внутренняя политика,https://umschool.net/lessons/access/YfLlg0yuzxTz4HkYFpoHxO0ykVeazQUFWiF5pk2BLHRCYr0vTj2zH1b,,,1,"513,514,515,516,517,518,519,520,521",151,768,1484,61,,"3821,3863,6906,11203,11242,11280",jan,"3821,3863,6906",,,,,,,may*,"11203,11242,11280",9,10,2,61,,,
ist,4,Александр Второй - Николай Второй (1855-1917),Александр III,Александр III: Внешняя политика,https://umschool.net/lessons/access/x2FQlS3hJEulpf1dh30HIqXBw6OYGviITj7xDPUat9RhYB0I3mFebTA,,,1,"522,523,524",151,768,1485,61,,"3821,3863,6906,11203,11242,11280",jan,"3821,3863,6906",,,,,,,may*,"11203,11242,11280",9,10,1,40,,,
lit,4,"Творчество Толстого Л.Н., Достоевского, Лескова, Чехова",Л.Н. Толстой “Война и мир”,Л.Н. Толстой “Война и мир”,https://umschool.net/lessons/access/ZK9Tfs1mCNfZYFhDgStI56NoSZoz7ada5BlreZoGzl7LBKcYei6g5RX,,,1,"601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,625,626,627,628,629,630,631,632",175,879,1761,83,,"3994,4036,6991",mar,"3994,4036,6991",,,,,,,,,9,10,3,81,,,
lit,4,"Творчество Толстого Л.Н., Достоевского, Лескова, Чехова","Ф.М. Достоевский ""Преступление и наказание""","Ф.М. Достоевский ""Преступление и наказание""",https://umschool.net/lessons/access/WhJX7yDH241x48jOgJhZzyowFkWiaRiOL6ASRrmNIcqe0aiuel4UMIF,,,1,"638,639,640,641,642,643",175,880,1762,83,,"3910,3952,6949,11183,11221,11253",feb,"3910,3952,6949",,,,,,,feb*,"11183,11221,11253",9,10,1,81,,,
lit,4,"Творчество Толстого Л.Н., Достоевского, Лескова, Чехова","Ф.М. Достоевский ""Преступление и наказание""","Ф.М. Достоевский ""Преступление и наказание"": образы героев",https://umschool.net/lessons/access/UPutMWKc1yQEnpVUYYrhIxEICjzAWfTel4cJzBtZHtBmNuBO88YrPNb,,,1,"646,648,649",175,880,1763,83,,"3910,3952,6949,11183,11221,11253",feb,"3910,3952,6949",,,,,,,feb*,"11183,11221,11253",9,10,1,81,,,
lit,4,"Творчество Толстого Л.Н., Достоевского, Лескова, Чехова",Рассказы А.П. Чехова,Рассказы А.П. Чехова,https://umschool.net/lessons/access/dt3yGHYXIhjigIcrqPrQZygA5sffxYmpWSdbUtufEW2UoIxPBlK4JLr,,,1,"669,670,671,672,673,674,675,676,677,678,679,680,681,682,683",175,882,1765,83,,"3994,4036,6991,11183,11221,11253",mar,"3994,4036,6991",,,,,,,feb*,"11183,11221,11253",9,10,3,61,,,
lit,4,"Чехов А.П., Бунин И.А. и поэзия конца XIX – начала XX вв","А.П. Чехов ""Вишневый сад""","А.П. Чехов ""Вишневый сад""",https://umschool.net/lessons/access/gkDOokCdjcWBEV0Z2l6ncOOCLn6uZCS9fAOgWAROAgnxbTV2s6wv45r,,,1,"701,702,703,704,705",176,883,1766,83,,"3994,4036,6991,11183,11221,11253",mar,"3994,4036,6991",,,,,,,feb*,"11183,11221,11253",9,10,1,61,,,
lit,4,"Чехов А.П., Бунин И.А. и поэзия конца XIX – начала XX вв",Творчество И.А. Бунина,Творчество И.А. Бунина,https://umschool.net/lessons/access/gTPmLlzxx0kdnC2ymGO07c1FwrI8s6kom1e3oMn4wviIAWPfkNgsbUl,,,1,"706,708,709,710,712,713,714,717",176,884,1767,83,,"3994,4036,6991,11183,11221,11253",mar,"3994,4036,6991",,,,,,,feb*,"11183,11221,11253",9,10,1,61,,,
lit,4,"Лирика ХХ в. – начала XXI: Блок, Маяковский, Есенин",Лирика А.А. Блока,Лирика А.А. Блока,https://umschool.net/lessons/access/XQsDwk2nCZyAwyLli6aUQEYU6G2Qv6GbMTAm18REjDFsjys8FajRtth,,,1,"801,802,803,804,805,806,807,808,809",177,885,1768,83,,"3994,4036,6991,11183,11221,11253",mar,"3994,4036,6991",,,,,,,feb*,"11183,11221,11253",10,10,1,40,,,
lit,4,"Лирика ХХ в. – начала XXI: Блок, Маяковский, Есенин","М.И. Цветаева, лирика","М.И. Цветаева, лирика",https://umschool.net/lessons/access/xtTKN49HlUrti6Zdneb8odLunTaS7knr7MyVsvuZPQgZLaXAw7yuMBf,,,1,"855,856,857,858,859,860,861,862,863",177,886,1769,83,,"3994,4036,6991,11183,11221,11253",mar,"3994,4036,6991",,,,,,,feb*,"11183,11221,11253",10,10,1,40,,,
lit,4,"Лирика ХХ в. – начала XXI: Блок, Маяковский, Есенин",Биография О.Э. Мандельштама и анализ всех стихотворений поэта из кодификатора,Лирика О.Э.Мандельштама,https://umschool.net/lessons/access/wm2D4LzQNnIuhsNDJqCPurTr6zJiRqBIsm1DpeV8eOOCreshjPLl8Sq,,,1,"864,865,866,867,868",177,887,1770,83,,"3994,4036,6991,11184,11238,11275",mar,"3994,4036,6991",,,,,,,mar*,"11184,11238,11275",10,10,2,61,,,
lit,4,М. Горький. Рассказ «Старуха Изергиль» и «На дне»,"М. Горький ""На дне""","М. Горький ""На дне""",https://umschool.net/lessons/access/bQ41N1EB05YtL3t7fF32oDiSlZpc0k6vkPYtbmCmZFBPqwase9581HX,,,1,"907,908,909,910,911,912,913,914,915",178,889,1772,83,,"3910,3952,6949,11207,11245,11283",feb,"3910,3952,6949",,,,,,,may*,"11207,11245,11283",10,10,3,61,,,
lit,4,От Шолохова до Твардовского,"М.А. Шолохов ""Судьба человека""","М.А. Шолохов ""Судьба человека""",https://umschool.net/lessons/access/8SvHnWLO8kxwPEcYg54hvIENnIfySBL01Q07VAIsCBlL85AOXahHWF6,,,1,"1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022",179,890,1773,83,,"4078,4120,7033,11222,11259,11298",apr,"4078,4120,7033",,,,,,,apr*,"11222,11259,11298",10,10,4,61,,,
lit,4,От Шолохова до Твардовского,"М.А. Булгаков ""Мастер и Маргарита""","М.А. Булгаков ""Мастер и Маргарита"", 1 часть",https://umschool.net/lessons/access/RmNVdDCmatv8eHwa8T84UfgAiy81uHlCCSjRMVUOEpa2vuM3UHErApY,,,1,"1023,1024,1025,1026,1027,1028,1029,1030,1031",179,891,1774,83,,"3994,4036,6991",mar,"3994,4036,6991",,,,,,,,,10,10,5,61,,,
lit,4,От Шолохова до Твардовского,"М.А. Булгаков ""Мастер и Маргарита""","М.А. Булгаков ""Мастер и Маргарита"", 2 часть",https://umschool.net/lessons/access/b2UyVp8FWW7226ZoguZuLNyhPZcpyDYXv61ezbMIv2cxBw5VhxesEyG,,,1,"1032,1033,1034,1035,1036,1037,1038",179,891,1775,83,,"3994,4036,6991",mar,"3994,4036,6991",,,,,,,,,10,10,1,61,,,
lit,4,От Шолохова до Твардовского,Лирика А.Т. Твардовского,Лирика ВОВ,https://umschool.net/lessons/access/QcVzOT3oic4mOVILUwNIyIrUNNI6dabSqSYFemFGWQqNVXIFgbEsmnB,,,1,"1039,1040,1041,1042,1043",179,892,1776,83,,"4162,4204,7075",may,"4162,4204,7075",,,,,,,,,10,10,2,40,,,
lit,4,От Шолохова до Твардовского,"Б.Л. Пастернак ""Доктор Живаго""","Б.Л. Пастернак ""Доктор Живаго""",https://umschool.net/lessons/access/UJKxcISAnQpag9gfxcLm95uapM9CiXsLEmsXBhGY0f0J4sgAj95hDYi,,,1,"1051,1052,1053,1054,1055,1056,1057",179,893,1777,83,,"3994,4036,6991",mar,"3994,4036,6991",,,,,,,,,10,10,1,61,,,
