subject,class_year,section,theme,subtheme,lesson_link,homework_link,subtheme_number,umit_id,section_id,theme_id,subtheme_id,speaker_id,course_id,mgmonth_id,subtheme_umits,hw_umits,hw_ids,les_id
obs,3,Основы конституционного строя РФ,Конституция - полномочия,Конституция - полномочия,,,,"411,418,419,420,421,422,423,424,425,426,427,428",253,1258,2709,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","411,418,419,420,421,422,423,424,425,426,427,428",,,
obs,3,Основы конституционного строя РФ,Судебная власть,Судебная власть,,,,"429,430,431",253,1259,2710,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","429,430,431",,,
obs,3,Основы конституционного строя РФ,Гражданство,Гражданство,,,,"437,438,439",253,1260,2711,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","437,438,439",,,
obs,3,Основы конституционного строя РФ,Федеративное устройство,Федеративное устройство,,,,441,253,1261,2712,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084",441,,,
obs,3,Право,Введение в право,Введение в право,,,,"501,502,503,504,505,506,507,508",254,1262,2713,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","501,502,503,504,505,506,507,508",,,
obs,3,Право,Система НПА и система права,Система НПА и система права,,,,"509,510,511",254,1263,2714,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","509,510,511",,,
obs,3,Право,Право и его источники,Право и его источники,,,,"512,513,514,515",254,1264,2715,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","512,513,514,515",,,
obs,3,Право,Юридическая ответственность,Юридическая ответственность,,,,"516,517,518",254,1265,2716,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","516,517,518",,,
obs,3,Право,Экологическое право; уголовное право и процесс,Экологическое право; уголовное право и процесс,,,,"519,528,570",254,1266,2717,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","519,528,570",,,
obs,3,Право,Законодательство о выборах + юридические споры,Законодательство о выборах + юридические споры,,,,"521,522",254,1267,2718,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","521,522",,,
obs,3,Право,Налоговое право,Налоговое право,,,,"523,563",254,1268,2719,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","523,563",,,
obs,3,Право,Экологическое право,Экологическое право,,,,524,254,1269,2720,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084",524,,,
obs,3,Право,Действительность договоров + способы защиты гражданских прав,Действительность договоров + способы защиты гражданских прав,,,,525,254,1270,2721,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084",525,,,
obs,3,Право,Административное право,Административное право,,,,"526,527",254,1271,2722,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","526,527",,,
obs,3,Право,Гражданское право и дееспособность,Гражданское право и дееспособность,,,,"529,530,531,532,533,534,535,536,540,541,542",254,1272,2723,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","529,530,531,532,533,534,535,536,540,541,542",,,
obs,3,Право,Собственность и рациональное поведение,Собственность и рациональное поведение,https://umschool.net/lessons/access/XcSRMKW2cvctZ8g2ETiRSKZ2lcsmUbzI8P5EgdDb6n0K9gmGZElV0zW,,,"537,538,539",254,1273,2724,2,,"3642,3684,6836","537,538,539","205,345,401,403,404,411,413,414,415,416,417,423,424,428,430,433,502,505,630,632,805,809,811,1011,1020,1021,1203","191594,191599,191604,191608,191609,191612,191614,191616,191618,191620,191622,191623,191625,191632,191642,191656,191660,191770,191778,191783,191806,191822,191831,191836,191842,191851,191854,191860,191866,191870,191872,191874,191878",48647
obs,3,Право,Трудовое право,Трудовое право,,,,"543,544,545,546,547,548,549,550,551,552,572",254,1274,2725,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","543,544,545,546,547,548,549,550,551,552,572",,,
obs,3,Право,Семейное право,Семейное право,,,,"553,554,555,556,557,573",254,1275,2726,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","553,554,555,556,557,573",,,
obs,3,Право,Международное право,Международное право,,,,"558,559",254,1276,2727,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","558,559",,,
obs,3,Право,Административное право; Воинская обязанность,Административное право; Воинская обязанность,,,,"560,561,562,571",254,1277,2728,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","560,561,562,571",,,
obs,3,Право,Правоохранительные органы,Правоохранительные органы,,,,"564,565,566,567,568",254,1278,2729,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","564,565,566,567,568",,,
obs,3,Экономика,Экономикс и экономика,Экономикс и экономика,https://umschool.net/lessons/access/RILYuqnA37XbH7ZwACCPKbPtJfHoXkuwtZAcoMxFt5QedbYLUr5b5kB,,3,"601,602,603,604,615",255,1279,2730,2,,"3642,3684,6836","601,602,603,604,615","601,602,603,604,615,618,1102,1104,1105,1110,1113","240891,240894,240898,240903,240909,240923,240939,240946,240959,240966,240970,240984,240993,241001,241018,241026,241036,241082,241098,241110,241122,241138,241145,241222,241234,241249,241260,241273,241282,241297,241324,241336,241366,241382,241390,241407,241419,241429,241442,241455,241462,241468",40767
obs,3,Экономика,Цикл вопроизводства,Цикл вопроизводства,https://umschool.net/lessons/access/feRi37ZN20D57lTmxXkVD1WNq7LfLUqFf3E3rUeuQdFV3j3c6igkcsx,,3,"605,606,607,608,610,611,612,616,617,618",255,1280,2731,2,,"3642,3684,6836","605,606,607,608,610,611,612,616,617,618","605,606,607,608,609,610,611,612,615,1101,1102,1105,1113","211590,211592,211594,211596,211597,211600,211602,211604,211606,211609,211610,211613,211615,211616,211618,211620,211621,211624,211625,211627,211628,211630,211631,211633,211635,211638,211639,211641,211642,211644,211646,211647,211649",40766
obs,3,Экономика,Маркетинг,Маркетинг,https://umschool.net/lessons/access/w2ngoi9n7p0EtcFDn9g4PyiEz9eYQUsTCTACm50YtAPaiSv0jAmmmcQ,,1,"613,614",255,1281,2732,2,,"3642,3684,6836","613,614","613,810,844,1113","230713,230730,230734,230745,230767",40741
obs,3,Макроэкономика,Экономические системы,Экономические системы,https://umschool.net/lessons/access/JWlJM4GPADO1sN6RKqN2YRPcXdQYVZJBWvUzUWACJTxqcRl2qB9n3q0,,12,"701,702,704,705",256,1282,2733,2,,"3642,3684,6836","701,702,704,705","701,702,703,704,705,1113","217385,217387,217390,217404,217416,217421,217430,217434,217436,217442,217445,217447",40768
obs,3,Макроэкономика,Рынок,Рынок,https://umschool.net/lessons/access/RbvJ7JVQoenPtWipA28XNJxgyA1qjqbErKJ2EhE8oaiX9wKmgYLyKDN,,7,"703,706",256,1283,2734,2,,"3642,3684,6836","703,706","628,706,707,708,709,710,711,830,1101,1105,1112,1113","206501,206503,206507,206510,206513,206518,206523,206529,206535,206540,206545,206550,206556,206561,206565,206571,206575,206579,206581,206586,206588,206592,206596,206601,206607,206616,206621,206624,206626,206631,206635,206637,206639,206641,206643,206665,206669,206672,206674,206675",40752
obs,3,Макроэкономика,Конкуренция,Конкуренция,https://umschool.net/lessons/access/ICx8NCQ7mpx1IQglSHehH1UVzK9WNaHnqOcFhzuyjNg6ECO9BoygUW7,,4,"707,708,709,710,711,712,713",256,1284,2735,2,,"3642,3684,6836","707,708,709,710,711,712,713","707,708,709,710,711,712,1101,1102,1105,1112,1113","206677,206679,206680,206682,206685,206690,206695,206698,206700,206706,206707,206709,206713,206716,206718,206722,206725,206727,206728,206730,206731,206734,206736,206738,206739,206741,206744,206746,206749,206752,206757,206758,206761,206762,206763,206764,206766,206768,206772,206776,206777,206779,206780,206781,206783",40738
obs,3,Макроэкономика,Налоги и финансовая система,Налоги и финансовая система,https://umschool.net/lessons/access/Sklw0YBpICAMsSLm3eZq1bIKnKbIgB2Kft2sTe0eQgu4OabWSIMugDM,,9,"714,715,716,717,718,719,720,721,744,745,746,747,748,749,768,769",256,1286,2737,2,,"3642,3684,6836","714,715,716,717,718,719,720,721,744,745,746,747,748,749,768,769","715,716,717,718,719,720,721,744,745,746,747,748,749,769,827,1101,1105,1112,1113","211664,211704,211718,211723,211726,211733,211739,211743,211746,211749,211754,211759,211762,211771,211776,211779,211784,211793,211801,211806,211810,211815,212252,212254,212256,212259,212262,212264,212266,212268,212269,212271,212273,212276,212278,212285,212290,212294,212298,212462,212463,212464,212465,212466,212467,212468,212469,212470,212471,212473,212474,212476,212478,212480,212481,212483,212484",40747
obs,3,Макроэкономика,Рынок труда и безработица,Рынок труда и безработица,https://umschool.net/lessons/access/MheYUhjRWp2BpYJldynPMwcVQ3DWarDAZqYkjzWA7lKrEvHWrkos9H6,,2,"722,723,724,725,726,727,728,729,730,731",256,1287,2738,2,,"3642,3684,6836","722,723,724,725,726,727,728,729,730,731","722,723,724,725,726,727,728,729,730,731,1101,1102,1105,1113","216101,216103,216104,216107,216108,216109,216110,216112,216113,216115,216117,217007,217008,217009,217014,217015,217016,217018,217020,217021,217023,217032,217035,217037,217038,217039,217040,217042,217043,217045,217048,217052,217057,217061,217063,217068,217084,217086,217090,217092,217095,217096,217097,217098,217099,217100,217101,217102,217103,217104",40753
obs,3,Макроэкономика,Инфляция,Инфляция,https://umschool.net/lessons/access/50wYTaKCPUzUZZ1fkEYJ8ZRjS54A4ufsuyZGApBBtbCyqyB7Y5p5Uco,,,"732,733,734,735",256,1288,2739,2,,"3642,3684,6836","732,733,734,735","621,622,732,733,734,735,1105,1112,1113","235873,235887,235890,235892,235931,235936,235943,235959,235972,235980,235992,236005,236036,236045,236058,236074,236084,236092,236106,236120,236130,236144,236156,236167,236181,236191,236201,236215,236229,236234,236237,236259,236264,236274,236278,236283",40735
obs,3,Макроэкономика,Экономический рост; ВВП и ВНП,Экономический рост; ВВП и ВНП,https://umschool.net/lessons/access/ozdJRa5H4CVJonA3ve4tfYgN1XRh0m72tulnpLPCmWwp0AecpgKbTrH,,,"736,737,738,739",256,1289,2740,2,,"3642,3684,6836","736,737,738,739","736,737,738,739,741,1101,1105,1112,1113","231762,231766,231768,231770,231773,231775,231777,231780,231782,231787,231790,231792,231796,231799,231801,231803,231806,231809,231814,231815,231825,231826,231829,231833,231841,231846,231853,231859",40769
obs,3,Макроэкономика,Экономический цикл; Мировая экономика,Экономический цикл; Мировая экономика,https://umschool.net/lessons/access/N1B5SKxx2UTkuuJZKQDJ1cXsX8zl3fu6CROu2NcUYPZpIzbO8t2jgIr,,,"741,756,758,759,761,762",256,1290,2741,2,,"3642,3684,6836","741,756,758,759,761,762","736,738,741,756,757,758,761,764,765,766,767,1101,1105,1112,1113","231868,231870,231872,231874,231875,231880,231883,231884,231889,231893,231895,231900,231905,231908,231914,231917,231919,231922,231926,231928,231932,231934,231936,231938,231941,231943,231945,231947,231949,231952,231954,231956,231959,231960,231962,231965,231966,231968,231970,231972,231974,231976,231979,231983,231984",48655
obs,3,Макроэкономика,Государственное регулирование экономики,Государственное регулирование экономики,https://umschool.net/lessons/access/XVOsQLX2cM3wZZRa8lsUnQOcAYqwEn02mPyUG3p0zPJP51zpTp8vtgP,,,"742,743,765,766,767",256,1291,2742,2,,"3642,3684,6836","742,743,765,766,767","304,626,701,702,703,704,710,713,732,738,742,743,753,754,765,766,1101,1102,1105,1112,1113","205472,205474,205478,205484,205487,205494,205498,205501,205506,205510,205511,205523,205569,205570,205573,205578,205583,205586,205590,205594,205597,205601,205604,205608,205612,205615,205618,205620,205630,205634,206350,206351,206353,206354,206355,206357,206358,206360,206361,206362,206364,206365,206367,206368,206369",40731
obs,3,Макроэкономика,Государственный бюджет,Государственный бюджет,https://umschool.net/lessons/access/RS3tv0u5edghyxhiNgBq7XYVgdxmPnnziNGU9Ve4Qf0zF1c8hGJZ9V2,,,"750,751,752,755",256,1292,2743,2,,"3642,3684,6836","750,751,752,755","750,751,752,755,1101,1105,1112,1113","207782,207785,207786,207788,207790,207792,207794,207795,207798,207799,207801,207805,207808,207810,207813,207815,207818,207823,207824,207827,207837,207841,207843,207844,207847,207848,207852,207866,207875,207878,207880,207881,207887,207890,207892,207894,207895,207897,207899,207902,207905,207909",40732
obs,3,Макроэкономика,Косвенное регулирование,Косвенное регулирование,https://umschool.net/lessons/access/ST3yA41xOq8sQHPimrlemWS6QDmSm65HiW9HIc0HQAvSU2A0KQRT6lN,,,"753,754",256,1293,2744,2,,"3642,3684,6836","753,754","751,752,1113","206524,206527,206532,206537,206544,206548,206554,206558,206564,206570,206576,206580,206584,206589,206594,206599,206605,206613,206618,206622,206627,206633,206636,206638,206640,206642,206645,206646,206647,206649,206653,206656,206659",40739
obs,3,Макроэкономика,Методы регулирования внешней торговли,Методы регулирования внешней торговли,https://umschool.net/lessons/access/TjG62iu2BFG46Ip1vpWDSsvJNnXoSkOxgnhSYorPB0V2QZuSWMCWlAi,,,764,256,1294,2745,2,,"3642,3684,6836",764,"756,757,758,759,761,762,764,765,766,767,1113","207961,207963,207966",40742
obs,3,Микроэкономика,Издержки производства,Издержки производства,https://umschool.net/lessons/access/XxQANvv2LlajDAr7g1ZTbvDoJxCOircMdi7KIbb3hR7HS9aSYtaD3tN,,,"801,805,806,807,808,809",257,1295,2746,2,,"3642,3684,6836","801,805,806,807,808,809","801,805,806,807,808,809,1101,1102,1105,1112,1113","206851,206855,206859,206877,206881,206884,206886,206887,207014,207036,207048,207058,207069,207075,207081",40734
obs,3,Микроэкономика,Фирма и ее функции,Фирма и ее функции,https://umschool.net/lessons/access/m8LtuLtzvIidg7p5jev2PnqrkuhLS3Kf07TTdRyUDYRNS7wjhviWJIe,,,"802,803,804",257,1296,2747,2,,"3642,3684,6836","802,803,804","610,611,801,802,803,804,805,806,807,808,809,810,811,812,823,824,1113","205995,206001,206004,206007,206012,206017,206021,206026,206032,206034,206039,206042,206046,206049,206053,206055,206059,206060,206065,206067,206070,206073,206075,206077,206078,206083,206086,206088,206090,206092",40764
obs,3,Микроэкономика,Источники финансирования,Источники финансирования,https://umschool.net/lessons/access/V7fwoQKwihdBgpUQmIqnAqQwtXRlWuqwrvmulXXgHvVcQfw36SU7Vwk,,,"810,811,812",257,1297,2748,2,,"3642,3684,6836","810,811,812","802,810,811,812,1101,1102,1105,1113","209272,209275,209279,209294,209298,209302,209308,209318,209324,209878,209882,209883,209885,209888,209891,209895,209899,209902,209909,209913,209918,209921,209925,209927,209930,209936,209938,209941,209943,209946,209948,209951,209954,209956,209958,209964,209966,209970,209975",40737
obs,3,Микроэкономика,Ценные бумаги,Ценные бумаги,https://umschool.net/lessons/access/Lh4GgSICW6sbHvXCdu0pbpC68KlX4POaOzxP3OzO6K7SCKQsn3hFtLY,,,"813,814,815,816,817,818,819,820",257,1298,2749,2,,"3642,3684,6836","813,814,815,816,817,818,819,820","813,814,815,816,817,820,1105,1113","205876,205881,205889,205892,205896,205900,205904,205910,205914,205919,205920,205921,205922,205923,205925,205931,205933,205935,205939,205943,205945,205947,205951,205953,205955,205958,205960,205963,205965,205967,205969,205971,205973",40765
obs,3,Микроэкономика,Организационно-правовые формы предпринимательства,Организационно-правовые формы предпринимательства,,,,"823,824,825,826",257,1299,2750,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","823,824,825,826",,,
obs,3,Микроэкономика,Предложение - спрос,Предложение - спрос,https://umschool.net/lessons/access/Hx50oUwjSyDH3bh5ZTVXc6Jy71pcE4q3yRpmNd3qWaBPjYI2MiOX6of,,,"831,832,833,834,835,836,837,838,839",257,1300,2751,2,,"3642,3684,6836","831,832,833,834,835,836,837,838,839","723,831,832,833,834,835,836,837,838,839,1103,1112,1113","238180,238442,238466,238607,238612,238618",31147
obs,3,Духовная сфера,Духовная сфера,Духовная сфера,,,,901,258,1301,2752,2,,"3558,3600,6794",901,,,
obs,3,Духовная сфера,Культура и религия,Культура и религия,https://umschool.net/lessons/access/B8YfX6rKlg5y80fcUR5admLYnvt43L8GVnx1jU9gdAQ3MkE1xdcetkC,,,"902,903,908,909,910,911,912,920,921,922,923,924",258,1302,2753,2,,"3558,3600,6794","902,903,908,909,910,911,912,920,921,922,923,924","254,903,908,909,910,911,920,921,1101,1113","188964,188971,188975,189048",40740
obs,3,Духовная сфера,Мораль и искусство,Мораль и искусство,https://umschool.net/lessons/access/oycPThVY2VKqau2U4aIK7ecMicsdlEm8SjjfNpdBoafGKm6mE1Djbhe,,,"904,927,928,929",258,1303,2754,2,,"3558,3600,6794","904,927,928,929","251,501,904,927,928,929,1113","192498,192534,192605,192757,192793,192857,192936",40745
obs,3,Духовная сфера,Образование и наука (научное познание),Образование и наука (научное познание),https://umschool.net/lessons/access/hQGG1LJPzwFgdXieTgTZIeuOoEZZdylujlGDc0bzyeVD3wAWlaMC7IO,,,"913,914,915,916,917,918,919,925,930,931,933",258,1304,2755,2,,"3558,3600,6794","913,914,915,916,917,918,919,925,930,931,933","913,919,925,930,933,1010,1011,1012,1101,1113","188404,188407,188410,188431",40748
obs,3,Духовная сфера,Порядок оказания платных образовательных услуг,Порядок оказания платных образовательных услуг,,,63,926,258,1305,2756,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084",926,,,
obs,3,Познание,Истина,Истина,https://umschool.net/lessons/access/xOEB4672mzoUVw89McOFykTSHDmSPJ6cnmyxSlfmPxuBfMxmJdShvJy,,64,"1001,1002,1003,1004,1005",259,1306,2757,2,,"3558,3600,6794","1001,1002,1003,1004,1005","1001,1002,1003,1004,1005,1014,1015,1102,1113","191971,191986,192003,192073,192102,192148,192203",40736
obs,3,Познание,Познание,Познание,https://umschool.net/lessons/access/fGCII6WfLHg0TiMGPnIVGjiAECgXiuZkIQkVa9BaHBwDuF40kajLXx2,,,"1006,1007,1008,1014,1015",259,1307,2758,2,,"3558,3600,6794","1006,1007,1008,1014,1015","1006,1007,1008,1010,1015,1113","184329,184340,184354,184369,184382,184390",40749
obs,3,Познание,Наука,Наука,https://umschool.net/lessons/access/XhfmVdHAwbUJrlVakYaFH8zHv5vsYPgvdexc4oLr1aXd7nwRPY769Ko,,,"1009,1010,1011,1012",259,1308,2759,2,,"3558,3600,6794","1009,1010,1011,1012","913,915,919,925,930,933,1010,1011,1012,1102,1112,1113","188402,188405,188409,188411,188417,188435",48630
obs,3,Познание,Мышление,Мышление,https://umschool.net/lessons/access/jLYQZzVmfRMviCtuWrtzVmckokN1EuWukgBeKLywskZOZdP7D2jiAaq,,,1013,259,1309,2760,2,,"3558,3600,6794",1013,"1006,1008,1012,1013,1113","195653,195662,195671,195681,195691",40746
obs,3,Навыки и умения,Алгоритмы решения второй части,Алгоритмы решения второй части,,,35,"1101,1102,1104,1105,1109,1110,1111,1112",260,1310,2761,2,,"3474,3516,6753,3558,3600,6794,3642,3684,6836,3726,3768,6879,3810,3852,6921,3898,3940,6963,3982,4024,6998,4066,4108,7047,4150,4192,7084","1101,1102,1104,1105,1109,1110,1111,1112",,,
obs,1,Социальная сфера,Социальный конфликт и пути его решения,Социальный конфликт,https://umschool.net/lessons/access/qtXy6zATXA93GZArMVFLIL46YBd5H9Roo6YxeLdua93heVCIiQ8cxLO,,2,"216,217,218,219,220,221,226,227",263,1317,2770,47,,"3627,3669,6855","216,217,218,219,220,221,226,227","115,136,1113","36342,44715,70157,81841,109872,109940,109951,109961,109996,125825",48683
obs,1,Социальная сфера,Социальные ценности и нормы,Социальные ценности и нормы,https://umschool.net/lessons/access/niruiwWckvApEaQ7qKdT7VdXwpwiB2E2gglnqmR1RRNbouTIlurE04T,,6,"234,236,240,249,250,251,252,253,254,255,256,257,260,261",263,1318,2771,47,,"3627,3669,6855","236,240,249,250,251,252,253,254,255,256,257,260,261","115,136,1113","36342,44715,70157,81841,109872,109940,109951,109961,109996,125825",48682
obs,1,Социальная сфера,Семья как малая группа. Отношения между поколениями,Социальные группы,https://umschool.net/lessons/access/XyLOcSlBUSc0O0Nm7KsP0hwca3gGhkZsiOV0JGH93uGnFrNu81RL7Ay,,1,"264,267,284,286,287,288,289,290",263,1319,2772,47,,"3627,3669,6855","264,267,284,286,287,288,289,290","115,136,1113","36342,44715,70157,81841,109872,109940,109951,109961,109996,125825",48681
obs,1,Социальная сфера,Повторение социологии,Межнациональные отношения,https://umschool.net/lessons/access/xWsjwBFgEXMI5LjHIPozLrB64GZeyHyDBY3Qbw2vHQZdQiZiTc15XiD,,15,277,263,1320,2773,47,,"3627,3669,6855",277,"606,608,623,624,625,722,723,725,727,728,729,730,734,1113","226885,226887,226888,226892,226893,226895,226897,226899,226911,226913,227285,227287,227290,227295,227298,227302,227305,227314,227317,227321,227325,227328,227329,227500,227504,227509,227513,227517,227522,227524,227525,227526,227529",48669
obs,1,Социальная сфера,Многообразие социальных ролей в подростковом возрасте,Положение человека в обществе,https://umschool.net/lessons/access/9eNmGdC2ydZZLzrSXkifC10HGugr0SKoZIuCfp4hIgYl4E353FNHw9x,,13,297,263,1321,2774,47,,"3627,3669,6855",297,"329,330,334,335,336,339,342,1113","248634,248640,248646,248650,248654,248742,248746,248751,248755,248759",48674
obs,1,Политическая сфера,Понятие власти,Власть. Роль политики в жизни общества,https://umschool.net/lessons/access/8vsk874ef0tbpgGjvt8GhmRxbH7Sa6VEF0SI5ko8KiRNvMQ45OomSHp,,8,301,264,1322,2775,47,,"3627,3669,6855",301,"136,250,251,255,257,301,302,304,319,418,516,1113","248553,248556,248559,248562,248565,248567,248656,248663,248666,248669,248676,248678,248680,248699,248701,248702,248704,248706,248707,248709",48660
obs,1,Политическая сфера,Понятие политикии и государственной власти,Понятие политикии и государственной власти,https://umschool.net/lessons/access/tJDzX5pmWzsCmc9XtEfAcjRplaLpTfM49tSbrkHIWzdMOnNfp4XGIao,,7,"302,303",264,1323,2776,47,,"3627,3669,6855","302,303","136,250,251,255,257,301,302,304,319,418,516,1113","248553,248556,248559,248562,248565,248567,248656,248663,248666,248669,248676,248678,248680,248699,248701,248702,248704,248706,248707,248709",48676
obs,1,Политическая сфера,Понятие и признаки государства,Понятие и признаки государства,https://umschool.net/lessons/access/GquACRjCfbbLjr52ZTUDwIzGQBzK72fiAFCiHPOr9qLC6gryAGMBvq0,,12,"305,306,310,311,312,313,314,356",264,1324,2777,47,,"3627,3669,6855","305,306,310,311,312,313,314,356","136,250,251,255,257,301,302,304,319,418,516,1113","248553,248556,248559,248562,248565,248567,248656,248663,248666,248669,248676,248678,248680,248699,248701,248702,248704,248706,248707,248709",48675
obs,1,Политическая сфера,Формы государства,форма государства,https://umschool.net/lessons/access/B1C9NULpfG2WUa9n7tgw4GmTw3S8mWpKHZSSw5gfi2A0X4f5qi8edKY,,14,"317,318,319,320,321,322,323,324,326,327,328",264,1325,2778,47,,"3627,3669,6855","317,318,319,320,321,322,323,324,326,327,328","312,317,318,319,320,321,322,323,324,328,1113","248787,248789,248799,248803,248815,248817,248819,248820,248957,248961",48695
obs,1,Политическая сфера,"Политические партии и движения, их роль в общественой жизни","Политические партии и движения, их роль в общественой жизни",https://umschool.net/lessons/access/5iNo3jUkkehVQLelOKbQ4eWeNWTrhrrva9gK4yRp19BZy1Pw5C7PkY9,,17,"329,330,335,336,342,343",264,1326,2779,47,,"3627,3669,6855","329,330,335,336,342,343","329,330,334,335,336,339,1113","248640,248646,248650,248654,248742,248746,248759",48672
obs,1,Политическая сфера,"Политические партии и движения, их роль в общественой жизни","Политические партии и движения, их роль в общественой жизни",https://umschool.net/lessons/access/GCVvg8daWzjpO7RS7Guc3Wk4cC8WHopfV2ozd4SCOVbBjlTco3u06vL,,18,358,264,1326,2780,47,,"3627,3669,6855",358,"329,330,334,335,336,339,342,1113","248634,248640,248646,248650,248654,248742,248746,248751,248755,248759",48673
obs,1,Основы конституционного строя РФ,"Выборы, референдум","Выборы, референдум, муниципальная власть",https://umschool.net/lessons/access/kU6bIU1OFA9z2y1EXWqOfRse1vEpfP440lsZGoAl2IFzprGYR7utO34,,19,"403,404",265,1327,2781,47,,"3627,3669,6855","403,404","16,287,312,330,334,335,337,358,403,404,441,702,1113","248940,248946,248950,248955,248962,248968,248975,248983,248988,248994",48662
obs,1,Основы конституционного строя РФ,Федеративное устройство Российской Федерации,Федеративное устройство Российской Федерации,https://umschool.net/lessons/access/4fFjrX7o4UjupR6khP950YL1zvEt7NCB4pFdZNX1U4GcxBfQkWyrnNk,,5,410,265,1328,2782,47,,"3627,3669,6855",410,"326,350,403,404,418,441,1113","249004,249009,249016,249022,249043,249047,249051,249057,249062,249066",48691
obs,1,Основы конституционного строя РФ,Основы конституционного строя РФ,Конституция Российской Федерации,https://umschool.net/lessons/access/9Ea9UUGqy3hgzHNbetuogrzIasIh1bclNW2t5tD4K9AGFWK5AWA1EiJ,,,"412,413,414,415,432,433,434,435,436,441,442",265,1329,2783,47,,"3627,3669,6855","412,413,414,415,432,433,434,435,436,441,442","326,350,403,404,418,441,1113","249004,249009,249016,249022,249043,249047,249051,249057,249062,249066",48666
obs,1,Основы конституционного строя РФ,Органы государственной власти Российской Федерации,Органы государственной власти Российской Федерации,,,9,"418,419,420,422,424,426,427,428,429",265,1330,2784,47,,"3459,3501,6771,3543,3585,6813,3627,3669,6855,3711,3753,6897,3795,3837,6939,3883,3925,6981,3967,4009,7023,4051,4093,7066,4135,4177,7107","418,419,420,422,424,426,427,428,429",,,
obs,1,Право,Право,Право,,,11,"501,504,505,506,508,509,512",266,1331,2785,47,,"3459,3501,6771,3543,3585,6813,3627,3669,6855,3711,3753,6897,3795,3837,6939,3883,3925,6981,3967,4009,7023,4051,4093,7066,4135,4177,7107","501,504,505,506,508,509,512",,,
